,Subject.Id,Contact.ID,cat,svy_contact,empstatus,jailprison,close,baseline_flag,dup,reinstall_flag1,reinstall_flag2,phonesurvey,Total number of calls,Total duration of calls,Total incoming calls,Total outgoing calls,Total number of missed calls,"Total number of incoming calls, excluding missed",Proportion of incoming calls answered,"0 to 1, =1 perfect reciprocity",Proportion of calls incoming,Duration of incoming calls,Duration of outgoing calls,Total number of night calls,Any night call,Number of incoming calls at night,Number of outgoing calls at night,Any night incoming call,Any night outgoing call,Min days between calls,Max days between calls,Total number of texts,Any night text,Number of texts at night,Min days between texts,Max days between texts,Predicted Closeness
22,1004,a0000022aa5cd61128306834,No phone survey,,,,,,,1.0,1.0,0.0,4.0,528.0,3.0,1.0,2.0,1.0,0.333333343,0.5,0.75,403.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,13.0,1.0,4.0,1.0,5.0,80.49021678510155
23,1004,a0000022aa5cd61282264658,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1.0,19.0,1.0,4.0,78.81179992431838
24,1004,a0000022aa5cd61447330108,Phone survey,Person,Not Working,0.0,100.0,0.0,1.0,1.0,1.0,1.0,6.0,261.0,2.0,4.0,0.0,2.0,1.0,0.666666687,0.333333343,119.0,142.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,14.0,1.0,12.0,1.0,4.0,74.48832227437768
25,1004,a0000022aa5cd61685770290,No phone survey,,,,,,,1.0,1.0,0.0,39.0,21287.0,26.0,13.0,5.0,21.0,0.807692289,0.666666627,0.666666687,17604.0,3683.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,3.0,508.0,1.0,105.0,1.0,2.0,80.51552145347824
26,1004,a0000022aa5cd617610566,No phone survey,,,,,,,1.0,1.0,0.0,18.0,586.0,2.0,16.0,1.0,1.0,0.5,0.22222220899999998,0.111111112,55.0,531.0,2.0,1.0,2.0,16.0,1.0,1.0,1.0,7.0,37.0,1.0,37.0,1.0,6.0,76.36148973888791
27,1004,a0000022aa5cd61907322767,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,84.27956630595587
28,1004,a0000022aa5cd62103159229,Phone survey,Person,,1.0,55.0,0.0,0.0,1.0,1.0,1.0,5.0,94.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,,,74.12799458780006
29,1004,a0000022aa5cd62107577436,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1.0,6.0,2.0,10.0,81.22092046877871
30,1004,a0000022aa5cd6373358203,No phone survey,,,,,,,1.0,1.0,0.0,1.0,249.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,7.0,10.0,80.39336671064967
31,1004,a0000022aa5cd6610471442,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,84.27956630595587
32,1004,a0000022aa5cd6777191827,No phone survey,,,,,,,1.0,1.0,0.0,2.0,54.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,13.0,1.0,1.0,1.0,7.0,65.99780649122935
33,1004,a0000022aa5cd6846559228,Phone survey,Person,Working Informally,1.0,100.0,0.0,1.0,1.0,1.0,1.0,27.0,2261.0,11.0,16.0,0.0,11.0,1.0,0.8148148059999999,0.40740740299999995,991.0,1270.0,2.0,1.0,6.0,11.0,1.0,1.0,1.0,7.0,7.0,1.0,2.0,,,79.41301016611096
34,1004,a0000022d95d9b-1007310865,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,84.27956630595587
35,1004,a0000022d95d9b-1018899778,No phone survey,,,,,,,1.0,1.0,0.0,2.0,425.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,86.23739531565307
36,1004,a0000022d95d9b-1043125280,Phone survey,Person,Not Working,0.0,100.0,0.0,1.0,1.0,1.0,1.0,2.0,114.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,,,75.35267567210768
37,1004,a0000022d95d9b-1123072749,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,3.0,3.0,82.5087222155378
38,1004,a0000022d95d9b-1129549971,No phone survey,,,,,,,1.0,1.0,0.0,3.0,333.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,32.0,1.0,0.0,0.0,,,82.85174204464941
39,1004,a0000022d95d9b-1264985250,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,84.27956630595587
40,1004,a0000022d95d9b-1267533102,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,81.75848797276478
41,1004,a0000022d95d9b-1718462213,No phone survey,,,,,,,1.0,1.0,0.0,2.0,359.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,1.0,1.0,0.0,1.0,0.0,1.0,36.0,36.0,3.0,1.0,1.0,38.0,38.0,88.85457114000603
42,1004,a0000022d95d9b-1972399328,Phone survey,Business - work or search related,,,,0.0,0.0,1.0,1.0,1.0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,0.0,0.0,1.0,14.0,80.10971977000717
43,1004,a0000022d95d9b-32652279,No phone survey,,,,,,,1.0,1.0,0.0,13.0,1392.0,4.0,9.0,1.0,3.0,0.75,0.615384638,0.307692319,329.0,1063.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,32.0,3.0,1.0,1.0,6.0,32.0,85.64598578114972
44,1004,a0000022d95d9b-459702284,No phone survey,,,,,,,1.0,1.0,0.0,8.0,173.0,3.0,5.0,2.0,1.0,0.333333343,0.75,0.375,39.0,134.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,19.0,1.0,0.0,0.0,,,84.11008273386403
45,1004,a0000022d95d9b-731068266,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,84.27956630595587
46,1004,a0000022d95d9b-879869607,Phone survey,Person,Self-employed,0.0,100.0,0.0,0.0,1.0,1.0,1.0,3.0,149.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,1.0,1.0,34.0,34.0,86.69960644448292
47,1004,a0000022d95d9b106585274,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,9.0,9.0,73.1836430409696
48,1004,a0000022d95d9b1282264658,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,5.0,4.0,5.0,79.63620981791726
49,1004,a0000022d95d9b1325281806,No phone survey,,,,,,,1.0,1.0,0.0,2.0,28.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,27.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8.0,8.0,1.0,0.0,0.0,,,75.51595165861065
50,1004,a0000022d95d9b1447330108,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,2.0,1.0,18.0,85.9019149044977
51,1004,a0000022d95d9b1685770290,No phone survey,,,,,,,1.0,1.0,0.0,30.0,12676.0,21.0,9.0,3.0,18.0,0.8571428659999999,0.600000024,0.699999988,10900.0,1776.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,148.0,1.0,30.0,1.0,8.0,84.01348569389687
52,1004,a0000022d95d9b17610566,Phone survey,Person,Not Working,0.0,100.0,0.0,0.0,1.0,1.0,1.0,3.0,94.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0,1.0,0.0,3.0,0.0,1.0,,,3.0,1.0,1.0,5.0,5.0,72.24301903755197
53,1004,a0000022d95d9b2078181599,No phone survey,,,,,,,1.0,1.0,0.0,4.0,176.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,77.6902477831053
54,1004,a0000022d95d9b2107577436,No phone survey,,,,,,,1.0,1.0,0.0,2.0,51.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,1.0,0.0,1.0,0.0,1.0,16.0,16.0,6.0,1.0,1.0,3.0,3.0,72.41432040454187
55,1004,a0000022d95d9b373358203,No phone survey,,,,,,,1.0,1.0,0.0,3.0,113.0,2.0,1.0,1.0,1.0,0.5,0.666666627,0.666666687,75.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,1.0,0.0,0.0,,,75.38076248802996
56,1004,a0000022d95d9b716178158,No phone survey,,,,,,,1.0,1.0,0.0,1.0,409.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,82.36819289975999
57,1004,a0000022d95d9b724174676,No phone survey,,,,,,,1.0,1.0,0.0,17.0,566.0,5.0,12.0,3.0,2.0,0.400000006,0.588235319,0.294117659,34.0,532.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,8.0,2.0,1.0,1.0,19.0,19.0,84.30910216919209
58,1004,a0000022d95d9b770955771,No phone survey,,,,,,,1.0,1.0,0.0,1.0,471.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,,,85.33282941091781
59,1004,a0000022d95d9b777191827,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,84.27956630595587
60,1004,a0000022d95d9b787366821,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,84.27956630595587
61,1004,a0000022d95d9b846559228,Phone survey,Person,Working Informally,1.0,100.0,0.0,0.0,1.0,1.0,1.0,18.0,956.0,8.0,10.0,2.0,6.0,0.75,0.888888896,0.444444448,712.0,244.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,15.0,5.0,1.0,2.0,2.0,33.0,85.3237121239141
62,1005,a0000022aa2754-1630731071,No phone survey,,,,,,,0.0,0.0,0.0,3.0,37.0,2.0,1.0,2.0,0.0,0.0,0.666666627,0.666666687,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,3.0,7.0,82.32345701070223
63,1005,a0000022aa2754-1686587716,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,1.0,1.0,79.34936742830445
64,1005,a0000022aa2754-1706238429,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,84.27956630595587
65,1005,a0000022aa2754-482219492,No phone survey,,,,,,,0.0,0.0,0.0,4.0,303.0,3.0,1.0,2.0,1.0,0.333333343,0.5,0.75,27.0,276.0,1.0,1.0,2.0,0.0,1.0,0.0,,,1.0,0.0,0.0,,,87.92031156884804
66,1005,a0000022aa2754-721824616,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,1.0,29.0,84.90907016098373
67,1005,a0000022aa2754-765626467,Phone survey,Person,Working Formally,1.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,391.0,2.0,1.0,1.0,1.0,0.5,0.666666627,0.666666687,240.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,,,86.15133907327598
68,1005,a0000022aa2754-97022750,Phone survey,Person,Not Working,0.0,100.0,1.0,0.0,0.0,0.0,1.0,4.0,483.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,1.0,1.0,0.0,2.0,0.0,1.0,7.0,19.0,2.0,0.0,0.0,,,83.74192182580788
69,1005,a0000022aa27541246917405,No phone survey,,,,,,,0.0,0.0,0.0,71.0,2957.0,37.0,34.0,9.0,28.0,0.7567567829999999,0.9577465059999999,0.5211267470000001,1209.0,1748.0,2.0,1.0,4.0,6.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,,,87.28881116730865
70,1005,a0000022aa27541399223739,No phone survey,,,,,,,0.0,0.0,0.0,22.0,484.0,8.0,14.0,2.0,6.0,0.75,0.727272749,0.363636374,148.0,336.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,52.0,52.0,86.87014544979715
71,1005,a0000022aa275431589183,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,1.0,2.0,5.0,79.34936742830445
72,1005,a0000022aa2754318478694,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,0.0,2.0,7.0,79.34936742830445
73,1005,a0000022aa2754441586395,Phone survey,,,,,0.0,1.0,0.0,0.0,1.0,2.0,133.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,133.0,2.0,1.0,1.0,1.0,1.0,1.0,,,4.0,1.0,3.0,6.0,6.0,82.74215277677092
74,1005,a0000022aa275448329211,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1.0,15.0,5.0,12.0,81.75848797276478
75,1005,a0000022aa2754491933676,No phone survey,,,,,,,0.0,0.0,0.0,2.0,181.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,181.0,1.0,1.0,1.0,0.0,1.0,0.0,,,15.0,1.0,9.0,1.0,42.0,82.01093942034774
76,1005,a0000022aa275489361782,Phone survey,Person,Working Formally,0.0,75.0,0.0,0.0,0.0,0.0,1.0,19.0,990.0,12.0,7.0,3.0,9.0,0.75,0.736842155,0.631578922,594.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,6.0,1.0,5.0,2.0,2.0,72.98108655154253
77,1006,a0000022aabd49-182495974,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,84.27956630595587
78,1006,a0000022aabd49-2051300460,No phone survey,,,,,,,0.0,0.0,0.0,1.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,1.0,0.0,1.0,0.0,1.0,,,1.0,0.0,0.0,,,79.03491044078376
79,1006,a0000022aabd49-306569221,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,3.0,8.0,83.02976099149262
80,1007,a0000022d89962-1316308630,No phone survey,,,,,,,1.0,1.0,0.0,14.0,1968.0,9.0,5.0,4.0,5.0,0.555555582,0.7142857309999999,0.642857134,677.0,1291.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,3.0,0.0,0.0,9.0,9.0,60.5163441542573
81,1007,a0000022d89962-1497052637,Phone survey,Person,,,,1.0,0.0,1.0,1.0,1.0,5.0,17.0,3.0,2.0,3.0,0.0,0.0,0.7999999520000001,0.600000024,0.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,21.0,9.0,1.0,3.0,4.0,14.0,77.6932109426629
82,1007,a0000022d89962-1683967058,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,3.0,6.0,7.0,79.34936742830445
83,1007,a0000022d89962-1739537969,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,,84.27956630595587
84,1007,a0000022d89962-1758596403,No phone survey,,,,,,,1.0,1.0,0.0,307.0,27614.0,172.0,135.0,103.0,69.0,0.40116280299999996,0.879478812,0.560260594,6664.0,20950.0,2.0,1.0,47.0,28.0,1.0,1.0,1.0,5.0,8.0,1.0,3.0,1.0,10.0,84.40723741624213
85,1007,a0000022d89962-1944098450,No phone survey,,,,,,,1.0,1.0,0.0,6.0,1585.0,4.0,2.0,1.0,3.0,0.75,0.666666627,0.666666687,678.0,907.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,1.0,0.0,0.0,,,84.89931853062002
86,1007,a0000022d89962-312152986,No phone survey,,,,,,,1.0,1.0,0.0,270.0,105517.0,86.0,184.0,36.0,50.0,0.5813953279999999,0.637037039,0.318518519,26674.0,78843.0,2.0,1.0,31.0,81.0,1.0,1.0,1.0,6.0,77.0,1.0,29.0,1.0,14.0,53.94664742237056
87,1007,a0000022d89962-371693711,Phone survey,Person,Working Formally,0.0,30.0,0.0,0.0,1.0,1.0,1.0,75.0,8453.0,24.0,51.0,10.0,14.0,0.583333313,0.639999986,0.319999993,3482.0,4971.0,2.0,1.0,13.0,23.0,1.0,1.0,1.0,8.0,6.0,1.0,2.0,1.0,4.0,77.60344939213844
88,1007,a0000022d89962-378561458,Phone survey,Person,Working Formally,0.0,60.0,0.0,0.0,1.0,1.0,1.0,238.0,53398.0,79.0,159.0,31.0,48.0,0.6075949070000001,0.663865566,0.331932783,10871.0,42527.0,2.0,1.0,29.0,51.0,1.0,1.0,1.0,17.0,7.0,0.0,0.0,5.0,5.0,72.80369993439669
89,1007,a0000022d89962-571176483,No phone survey,,,,,,,1.0,1.0,0.0,8.0,1157.0,3.0,5.0,1.0,2.0,0.666666687,0.75,0.375,1000.0,157.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,82.0,1.0,20.0,1.0,5.0,84.04538562686334
90,1007,a0000022d89962-755867066,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,84.27956630595587
91,1007,a0000022d89962-839690762,Phone survey,Person,,,,1.0,0.0,1.0,1.0,1.0,3.0,320.0,2.0,1.0,1.0,1.0,0.5,0.666666627,0.666666687,102.0,218.0,1.0,1.0,2.0,0.0,1.0,0.0,,,10.0,1.0,1.0,1.0,24.0,90.23664845320943
92,1007,a0000022d89962-870287736,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,,,84.27956630595587
93,1007,a0000022d89962-944088889,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,3.0,1.0,13.0,81.75848797276478
94,1007,a0000022d89962-976506745,No phone survey,,,,,,,1.0,1.0,0.0,10.0,960.0,1.0,9.0,1.0,0.0,0.0,0.19999998800000002,0.10000000099999999,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,,,84.71457637129296
95,1007,a0000022d899621050421511,No phone survey,,,,,,,1.0,1.0,0.0,19.0,1621.0,8.0,11.0,4.0,4.0,0.5,0.842105269,0.421052635,657.0,964.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,14.0,7.0,1.0,6.0,2.0,10.0,81.24648446017153
96,1007,a0000022d899621062435109,No phone survey,,,,,,,1.0,1.0,0.0,4.0,74.0,3.0,1.0,0.0,3.0,1.0,0.5,0.75,56.0,18.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,64.0,69.40631059786543
97,1007,a0000022d899621115502045,No phone survey,,,,,,,1.0,1.0,0.0,4.0,119.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,65.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,85.22741283663407
98,1007,a0000022d899621740847490,No phone survey,,,,,,,1.0,1.0,0.0,374.0,44370.0,227.0,147.0,185.0,42.0,0.185022026,0.786096215,0.606951892,9271.0,35099.0,2.0,1.0,87.0,53.0,1.0,1.0,1.0,5.0,40.0,1.0,11.0,1.0,19.0,69.454705729989
99,1007,a0000022d89962196122318,Phone survey,Person,Working Formally,0.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,76.09294881090506
100,1007,a0000022d899622080382917,Phone survey,,,,,0.0,0.0,1.0,1.0,1.0,3.0,195.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,22.0,2.0,0.0,0.0,,,78.82152163812717
101,1007,a0000022d899622095600224,Phone survey,Person,Working Formally,0.0,100.0,1.0,0.0,1.0,1.0,1.0,46.0,1460.0,10.0,36.0,3.0,7.0,0.699999988,0.434782624,0.21739129699999998,488.0,972.0,2.0,1.0,3.0,7.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,,,84.10452271370714
102,1007,a0000022d89962256157735,No phone survey,,,,,,,1.0,1.0,0.0,12.0,208.0,6.0,6.0,5.0,1.0,0.166666672,1.0,0.5,87.0,121.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,10.0,7.0,0.0,0.0,1.0,2.0,80.0418687278711
103,1007,a0000022d89962281138240,Phone survey,Person,Working Formally,0.0,100.0,1.0,0.0,1.0,1.0,1.0,11.0,678.0,4.0,7.0,4.0,0.0,0.0,0.727272749,0.363636374,0.0,678.0,2.0,1.0,3.0,6.0,1.0,1.0,1.0,33.0,1.0,1.0,1.0,,,86.72359739587895
104,1007,a0000022d89962460719525,Phone survey,Business - other,,,,0.0,0.0,1.0,1.0,1.0,6.0,273.0,5.0,1.0,2.0,3.0,0.600000024,0.333333373,0.833333313,127.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,0.0,0.0,,,81.60429688793747
105,1007,a0000022d89962468069097,No phone survey,,,,,,,1.0,1.0,0.0,37.0,5171.0,17.0,20.0,9.0,8.0,0.470588237,0.918918908,0.459459454,3012.0,2159.0,2.0,1.0,10.0,4.0,1.0,1.0,1.0,4.0,48.0,1.0,10.0,1.0,3.0,81.44582091884456
106,1007,a0000022d89962515720795,Phone survey,Person,Working Formally,0.0,67.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,81.17729669060193
107,1007,a0000022d89962632901135,Phone survey,Person,Self-employed,0.0,61.0,0.0,0.0,1.0,1.0,1.0,11.0,1155.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1155.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,20.0,0.0,0.0,1.0,7.0,74.6367967297455
108,1007,a0000022d8996271417077,No phone survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,84.27956630595587
